client,asset_id,depr_book_id,status,depr_method,depr_percent,lifetime,res_value,res_val_flag,salvage_amount,cap_date_from,cap_period_from,cap_flag,date_from,date_to,depr_period,depr_limit,depr_max_perc,nbv_rounding,switch,period_exact,frequency,index_id,index_code,repl_amount,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,last_update,user_id,_edge_case
CA,AHOC0111,FINBOOK,N,EXP,,,0.0,0,0.0,2025-04-06,202403,1,2024-03-05,,202603,0.0,,false,false,true,M,,,,CC968,DEPT62,PROJ9180,,,,,2025-12-31,pduffy,
CA,AHOC0112,FINBOOK,N,BAL,23.41,,0.0,0,0.0,2025-08-23,202601,1,2025-12-26,,202603,0.0,,true,false,true,M,IDX1,,,CC931,DEPT78,PROJ2392,,,,,2025-12-27,fjames,
CA,AHOC0113,FINBOOK,N,BAL,14.66,,0.0,0,0.0,2025-08-26,201902,1,2019-02-18,2024-12-09,202603,0.0,,false,false,true,M,,,,CC556,DEPT57,PROJ7408,,,,,2026-02-11,stewartadams,
CA,AHOC0114,FINBOOK,N,EXP,,,0.0,0,0.0,2025-11-13,201808,1,2018-07-21,,202602,0.0,,true,false,true,M,,,,CC407,DEPT15,PROJ2885,,,,,2025-12-16,diane85,
CA,AHOC0115,FINBOOK,N,SYD,,27.0,0.0,0,0.0,2025-02-23,,1,2018-10-31,,202603,0.0,,true,false,true,M,,,,CC855,DEPT88,PROJ4232,,,,,2026-02-09,tony31,
CA,AHOC0116,FINBOOK,N,EXP,,,0.0,0,0.0,2023-10-22,202105,1,2021-05-13,2022-12-01,202603,0.0,,false,false,true,M,,,,CC711,DEPT59,PROJ7431,,,,,2026-02-27,alexstevens,
CA,AHOC0117,FINBOOK,N,SYD,,43.0,0.0,0,0.0,2024-01-04,201908,1,2019-08-28,,202602,0.0,,true,false,true,M,,,,CC241,DEPT83,PROJ7286,,,,,2026-02-06,oliver34,
CA,AHOC0118,FINBOOK,N,SYD,,34.0,0.0,0,0.0,2025-06-24,201605,1,2016-05-04,,202603,0.0,,true,false,true,M,,,,CC606,DEPT62,PROJ9056,,,,,2026-02-05,waltersmalcolm,
CA,AHOC0119,FINBOOK,N,LIN,,49.0,0.0,0,0.0,2025-01-03,202208,1,2022-07-29,,202602,0.0,,true,false,true,M,,,,CC216,DEPT44,PROJ9898,,,,,2026-01-29,amelia27,
CA,ORPHAN_DEPR,FINBOOK,N,BAL,26.98,,0.0,0,0.0,2021-03-25,202103,1,2021-02-26,,202601,0.0,,true,false,true,M,,,,CC724,DEPT90,PROJ8015,,,,,2026-01-04,vjones,DQ-AD-X01
