client,asset_id,description,short_info,long_info,asset_group,status,date_from,date_to,cap_date_from,cap_period_from,base_amount,org_amount,org_amt_date,std_amount,std_amt_date,ins_amount,grant_flag,parent_asset,at_attr_id,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,apar_id,period_from,period_to,wf_state,last_update,_edge_case
HOL,ATHOL00087,Face-to-face incremental framework,empower leading-edge schemas,Sunt tenetur numquam incidunt libero voluptas velit perferendis.,LAND,N,2023-06-01,2022-01-01,2018-05-16,201805,7087.57,8538.22,2018-05-02,8095.37,2018-05-02,7060.39,0,,OFFICE,CC001,SUB04,,,,,,SUP0020,201805,,T,2026-02-26,AT_DATE_FROM_AFTER_DATE_TO
HOL,ATHOL00088,Progressive foreground standardization,deploy transparent eyeballs,Fugiat quidem labore sed error.,IFRS16,N,2020-06-01,,2020-05-02,202402,32142.22,61561.17,2024-02-08,58290.29,2024-02-08,54599.07,0,,HERIT,CC002,SUB03,,,,,,SUP0008,202402,,T,2026-01-07,AT_CAP_BEFORE_DATE_FROM
HOL,ATHOL00089,Triple-buffered client-server workforce,target leading-edge schemas,Voluptas nam consequatur doloribus dignissimos officia.,PLANT,N,2019-10-18,,2019-12-30,201912,999000.0,10000.0,2019-10-18,141804.39,2019-10-18,172207.87,0,,OFFICE,CC002,SUB04,,,,,,SUP0010,201910,,T,2025-08-06,AT_BASE_EXCEEDS_ORG
HOL,ATHOL00090,Organized holistic array,incubate dynamic markets,Fugiat non aliquam asperiores rem.,FURN,N,2016-11-25,,2017-02-04,201702,-5000.0,237155.8,2016-11-25,243131.8,2016-11-25,230249.88,0,,INFRA,CC001,SUB03,,,,,,SUP0013,201611,,T,2025-12-12,AT_NEGATIVE_BASE_AMOUNT
HOL,ATHOL00091,Reverse-engineered uniform secured line,engage killer info-mediaries,Sit ex vero accusamus vel.,VEHICLE,N,2019-10-17,,2020-01-14,202001,59973.64,104373.0,2019-10-17,97774.1,2019-10-17,105956.47,0,,OPER,CC020,SUB02,,,,,,SUP0010,201910,,W,2026-03-16,AT_WF_STUCK
HOL,ATHOL00092,User-centric bottom-line synergy,engineer compelling action-ite,Provident id dolores eum eligendi iure officiis est.,FURN,N,2021-05-30,2025-05-31,2021-06-06,202106,138547.19,140815.29,2021-05-30,137672.83,2021-05-30,127015.15,0,,LEASE,CC010,SUB01,,,,,,SUP0015,202105,,T,2025-09-24,AT_ACTIVE_WITH_DATE_TO
HOL,ATHOL00093,Multi-lateral multimedia methodology,target mission-critical info-m,Totam fuga impedit natus dolore corporis.,UNKNOWN_GRP,N,2017-04-03,,2017-06-10,201706,107907.57,181283.89,2017-04-03,176830.4,2017-04-03,188895.6,0,,HERIT,CC020,SUB01,,,,,,SUP0007,201704,,T,2026-01-13,AT_ORPHANED_ASSET_GROUP
HOL,ATHOL00094,Fundamental neutral paradigm,benchmark next-generation tech,Deserunt dolorem necessitatibus doloribus.,PLANT,N,2024-05-04,,2024-07-28,202407,103508.18,139933.19,2024-05-04,134425.08,2024-05-04,162825.93,0,ATXXXXNONE,OPER,CC002,SUB01,,,,,,SUP0016,202405,,T,2025-07-21,AT_PARENT_NOT_FOUND
HOL,ATHOL00095,Reactive solution-oriented software,facilitate dot-com models,Itaque quasi explicabo consequuntur molestias delectus suscipit.,IT_HW,N,2024-01-08,,2024-03-25,202403,122966.65,176090.26,2024-01-08,177924.39,2024-01-08,195496.38,0,ATHOL00105,INFRA,CC004,SUB03,,,,,,SUP0010,202401,,T,2025-07-30,AT_PARENT_INACTIVE
HOL,ATHOL00096,Stand-alone analyzing moderator,integrate intuitive web servic,Quisquam impedit sapiente.,IFRS16,N,2020-04-02,,2020-06-06,202006,161818.69,220761.58,2020-04-02,232313.1,2020-04-02,204887.35,0,,OPER,CC003,SUB03,,,,,,SUP_GHOST_999,202004,,T,2025-04-11,AT_SUPPLIER_NOT_FOUND
HOL,ATHOL00097,Focused asymmetric strategy,orchestrate value-added e-tail,Iste aperiam odit ut totam omnis accusamus.,VEHICLE,N,2022-07-12,,2022-08-09,202208,94225.16,185442.47,2022-07-12,177846.46,2022-07-12,162906.89,0,,OPER,CC004,SUB02,,,,,,SUP_INACTIVE_001,202207,,T,2025-12-25,AT_SUPPLIER_INACTIVE
HOL,ATHOL00098,Public-key neutral installation,implement vertical deliverable,Modi enim magnam praesentium inventore.,IFRS16,N,2023-07-24,,2023-10-19,202310,74697.98,84722.29,2023-07-24,92627.02,2023-07-24,89524.16,0,,INFRA,CC_INVALID,SUB02,,,,,,SUP0012,202307,,T,2025-06-13,AT_DIM1_INVALID
HOL,ATHOL00099,Enhanced bi-directional attitude,aggregate dot-com convergence,Recusandae aspernatur vero itaque doloribus.,FURN,N,2024-04-18,,2024-06-26,202406,117251.87,122334.92,2024-04-18,122920.77,2024-04-18,138926.89,0,,HERIT,CC020,SUB01,,,,,,SUP0001,202404,,T,2025-10-16,AT_DUP_DESC_GROUP
HOL,ATHOL00100,Enhanced bi-directional attitude,innovate strategic experiences,Atque fugit mollitia.,FURN,N,2017-10-05,,2017-12-24,201712,49715.02,58242.63,2017-10-05,54966.13,2017-10-05,57217.78,0,,HERIT,CC005,SUB04,,,,,,SUP0016,201710,,T,2025-03-27,AT_DUP_DESC_GROUP
HOL,ATHOL00101,Centralized scalable access,scale frictionless infrastruct,Sapiente officia ex voluptate voluptate tempora ullam.,IT_SW,N,2016-04-17,,2016-06-24,201606,69886.05,138135.07,2016-04-17,139122.41,2016-04-17,126348.75,1,,OFFICE,CC020,SUB04,,,,,,SUP0006,201604,,T,2025-05-12,AT_GRANT_FUNDED
HOL,ATHOL00102,Focused didactic solution,matrix collaborative niches,Unde placeat eligendi.,IT_SW,N,2022-02-05,,2022-02-24,202202,49096.95,60621.72,2022-02-05,64443.49,2022-02-05,54979.65,0,ATHOL00013,INFRA,CC001,SUB03,,,,,,SUP0013,202202,,T,2025-11-09,AT_COMPONENT_ASSET
HOL,ATHOL00103,Quality-focused non-volatile protocol,integrate virtual vortals,Vero nesciunt quibusdam.,BLDG,N,2022-07-22,,,202208,151738.54,247563.14,2022-07-22,255175.0,2022-07-22,283035.88,0,,HERIT,CC001,SUB04,,,,,,SUP0013,202207,,T,2025-09-28,AT_NO_CAP_DATE_SCOPE
HOL,ATHOL00104,Universal hybrid archive,monetize granular networks,Necessitatibus sed perspiciatis molestiae fugit.,IFRS16,N,2016-11-05,,2017-01-25,201701,1673.8,2857.82,2016-11-05,3055.2,2016-11-05,3023.47,0,,LEASE,CC005,SUB01,,,,,,SUP0017,201611,,T,2022-11-19,AT_STALE
HOL,ATHOL00105,User-centric client-driven utilization,scale strategic mindshare,Amet ipsa saepe excepturi quisquam veritatis.,IFRS16,N,2018-10-18,,2018-11-14,201811,190693.41,225367.6,2018-10-18,215050.05,2018-10-18,263604.3,0,,LEASE,,SUB01,,,,,,SUP0006,201810,,T,2025-08-27,AT_NO_DIM1_CODING
HOL,ATHOL00105,Object-based zero-defect Graphic Interface,utilize real-time systems,Dolorem mollitia fugiat delectus nesciunt fugit quo.,VEHICLE,C,2016-05-24,2024-04-16,2016-06-19,201606,128760.49,146965.51,2016-05-24,159571.47,2016-05-24,135165.76,0,,OFFICE,CC002,SUB04,,,,,,SUP0018,201605,,T,2025-09-04,AT_CLOSED_FOR_JOIN
HOL,ATHOL00106,Implemented dynamic structure,optimize strategic niches,Fugit quos culpa harum.,BLDG,T,2024-09-09,2024-03-02,2024-09-26,202409,167013.07,197729.27,2024-09-09,197760.62,2024-09-09,235244.31,0,,HERIT,CC001,SUB04,,,,,,SUP0008,202409,,T,2025-04-26,AT_TERMINATED
