client,asset_id,depr_book_id,trans_type,trans_date,at_trans_date,fiscal_year,amount,dc_flag,_edge_case
CA,AHOC0066,FINBOOK,ND,2024-05-12,2024-05-12,2024,-100.0,-1,
CA,AHOC0066,FINBOOK,ND,2024-06-11,2024-06-11,2024,-100.0,-1,
CA,AHOC0067,FINBOOK,CA,2025-08-30,2025-08-30,2025,10000.0,1,
CA,AHOC0067,FINBOOK,ND,2025-09-29,2025-09-29,2025,-100.0,-1,
CA,AHOC0067,FINBOOK,ND,2025-10-29,2025-10-29,2025,-100.0,-1,
CA,AHOC0067,FINBOOK,ND,2025-11-28,2025-11-28,2025,-100.0,-1,
CA,AHOC0068,FINBOOK,CA,2024-09-17,2024-09-17,2024,10000.0,1,
CA,AHOC0068,FINBOOK,ND,2024-10-17,2024-10-17,2024,-100.0,-1,
CA,AHOC0068,FINBOOK,ND,2024-11-16,2024-11-16,2024,-100.0,-1,
CA,AHOC0068,FINBOOK,ND,2024-12-16,2024-12-16,2024,-100.0,-1,
CA,AHOC0069,FINBOOK,CA,2024-09-26,2024-09-26,2024,10000.0,1,
CA,AHOC0069,FINBOOK,ND,2024-10-26,2024-10-26,2024,-100.0,-1,
CA,AHOC0069,FINBOOK,ND,2024-11-25,2024-11-25,2024,-100.0,-1,
CA,AHOC0069,FINBOOK,ND,2024-12-25,2024-12-25,2024,-100.0,-1,
CA,AHOC0070,FINBOOK,CA,2023-11-04,2023-11-04,2023,10000.0,1,
CA,AHOC0070,FINBOOK,ND,2023-12-04,2023-12-04,2023,-100.0,-1,
CA,AHOC0070,FINBOOK,ND,2024-01-03,2024-01-03,2024,-100.0,-1,
CA,AHOC0070,FINBOOK,ND,2024-02-02,2024-02-02,2024,-100.0,-1,
CA,AHOC0071,FINBOOK,CA,2024-12-09,2024-12-09,2024,10000.0,1,
CA,AHOC0071,FINBOOK,ND,2025-01-08,2025-01-08,2025,-100.0,-1,
CA,AHOC0071,FINBOOK,ND,2025-02-07,2025-02-07,2025,-100.0,-1,
CA,AHOC0071,FINBOOK,ND,2025-03-09,2025-03-09,2025,-100.0,-1,
CA,AHOC0072,FINBOOK,CA,2024-06-17,2024-06-17,2024,10000.0,1,
CA,AHOC0072,FINBOOK,ND,2024-07-17,2024-07-17,2024,-100.0,-1,
CA,AHOC0072,FINBOOK,ND,2024-08-16,2024-08-16,2024,-100.0,-1,
CA,AHOC0072,FINBOOK,ND,2024-09-15,2024-09-15,2024,-100.0,-1,
CA,AHOC0073,FINBOOK,CA,2025-12-19,2025-12-19,2025,10000.0,1,
CA,AHOC0073,FINBOOK,ND,2026-01-18,2026-01-18,2026,-100.0,-1,
CA,AHOC0073,FINBOOK,ND,2026-02-17,2026-02-17,2026,-100.0,-1,
CA,AHOC0073,FINBOOK,ND,2026-03-19,2026-03-19,2026,-100.0,-1,
CA,AHOC0074,FINBOOK,CA,2025-10-26,2025-10-26,2025,10000.0,1,
CA,AHOC0075,FINBOOK,CA,2025-05-02,2025-05-02,2025,10000.0,1,
CA,AHOC0076,FINBOOK,CA,2025-09-29,2025-09-29,2025,10000.0,1,
CA,AHOC0076,FINBOOK,ND,2025-10-29,2025-10-29,2025,-100.0,-1,
CA,AHOC0076,FINBOOK,ND,2025-11-28,2025-11-28,2025,-100.0,-1,
CA,AHOC0076,FINBOOK,ND,2025-12-28,2025-12-28,2025,-100.0,-1,
CA,AHOC0077,FINBOOK,CA,2024-03-01,2024-03-01,2024,10000.0,1,
CA,AHOC0077,FINBOOK,ND,2024-03-31,2024-03-31,2024,-100.0,-1,
CA,AHOC0077,FINBOOK,ND,2024-04-30,2024-04-30,2024,-100.0,-1,
CA,AHOC0077,FINBOOK,ND,2024-05-30,2024-05-30,2024,-100.0,-1,
CA,AHOC0078,FINBOOK,CA,2024-11-19,2024-11-19,2024,10000.0,1,
CA,AHOC0078,FINBOOK,ND,2024-12-19,2024-12-19,2024,-100.0,-1,
CA,AHOC0078,FINBOOK,ND,2025-01-18,2025-01-18,2025,-100.0,-1,
CA,AHOC0078,FINBOOK,ND,2025-02-17,2025-02-17,2025,-100.0,-1,
CA,AHOC0079,FINBOOK,CA,2024-07-06,2024-07-06,2024,10000.0,1,
CA,AHOC0079,FINBOOK,ND,2024-08-05,2024-08-05,2024,-100.0,-1,
CA,AHOC0079,FINBOOK,ND,2024-09-04,2024-09-04,2024,-100.0,-1,
CA,AHOC0079,FINBOOK,ND,2024-10-04,2024-10-04,2024,-100.0,-1,
CA,AHOC0080,FINBOOK,CA,2023-11-22,2023-11-22,2023,10000.0,1,
CA,AHOC0080,FINBOOK,ND,2023-12-22,2023-12-22,2023,-100.0,-1,
CA,AHOC0080,FINBOOK,ND,2024-01-21,2024-01-21,2024,-100.0,-1,
CA,AHOC0080,FINBOOK,ND,2024-02-20,2024-02-20,2024,-100.0,-1,
CA,AHOC0081,FINBOOK,CA,2024-11-10,2024-11-10,2024,10000.0,1,
CA,AHOC0081,FINBOOK,ND,2024-12-10,2024-12-10,2024,-100.0,-1,
CA,AHOC0081,FINBOOK,ND,2025-01-09,2025-01-09,2025,-100.0,-1,
CA,AHOC0081,FINBOOK,ND,2025-02-08,2025-02-08,2025,-100.0,-1,
CA,AHOC0082,FINBOOK,CA,2025-04-02,2025-04-02,2025,10000.0,1,
CA,AHOC0083,FINBOOK,CA,2025-01-22,2025-01-22,2025,10000.0,1,
CA,AHOC0083,FINBOOK,ND,2025-02-21,2025-02-21,2025,-100.0,-1,
CA,AHOC0083,FINBOOK,ND,2025-03-23,2025-03-23,2025,-100.0,-1,
CA,AHOC0083,FINBOOK,ND,2025-04-22,2025-04-22,2025,-100.0,-1,
CA,AHOC0084,FINBOOK,CA,2026-02-16,2026-02-16,2026,10000.0,1,
CA,AHOC0084,FINBOOK,ND,2026-03-18,2026-03-18,2026,-100.0,-1,
CA,AHOC0085,FINBOOK,CA,2024-04-17,2024-04-17,2024,10000.0,1,
CA,AHOC0085,FINBOOK,ND,2024-05-17,2024-05-17,2024,-100.0,-1,
CA,AHOC0085,FINBOOK,ND,2024-06-16,2024-06-16,2024,-100.0,-1,
CA,AHOC0085,FINBOOK,ND,2024-07-16,2024-07-16,2024,-100.0,-1,
CA,AHOC0086,FINBOOK,CA,2024-05-31,2024-05-31,2024,10000.0,1,
CA,AHOC0086,FINBOOK,ND,2024-06-30,2024-06-30,2024,-100.0,-1,
CA,AHOC0086,FINBOOK,ND,2024-07-30,2024-07-30,2024,-100.0,-1,
CA,AHOC0086,FINBOOK,ND,2024-08-29,2024-08-29,2024,-100.0,-1,
CA,AHOC0087,FINBOOK,CA,2025-07-07,2025-07-07,2025,10000.0,1,
CA,AHOC0087,FINBOOK,ND,2025-08-06,2025-08-06,2025,-100.0,-1,
CA,AHOC0088,FINBOOK,CA,2024-11-14,2024-11-14,2024,10000.0,1,
CA,AHOC0088,FINBOOK,ND,2024-12-14,2024-12-14,2024,-100.0,-1,
CA,AHOC0088,FINBOOK,ND,2025-01-13,2025-01-13,2025,-100.0,-1,
CA,AHOC0088,FINBOOK,ND,2025-02-12,2025-02-12,2025,-100.0,-1,
CA,AHOC0089,FINBOOK,CA,2023-09-24,2023-09-24,2023,10000.0,1,
CA,AHOC0089,FINBOOK,ND,2023-10-24,2023-10-24,2023,-100.0,-1,
CA,AHOC0089,FINBOOK,ND,2023-11-23,2023-11-23,2023,-100.0,-1,
CA,AHOC0089,FINBOOK,ND,2023-12-23,2023-12-23,2023,-100.0,-1,
CA,AHOC0090,FINBOOK,CA,2024-05-07,2024-05-07,2024,10000.0,1,
CA,AHOC0090,FINBOOK,ND,2024-06-06,2024-06-06,2024,-100.0,-1,
CA,AHOC0090,FINBOOK,ND,2024-07-06,2024-07-06,2024,-100.0,-1,
CA,AHOC0090,FINBOOK,ND,2024-08-05,2024-08-05,2024,-100.0,-1,
CA,AHOC0091,FINBOOK,CA,2025-08-08,2025-08-08,2025,10000.0,1,
CA,AHOC0092,FINBOOK,CA,2025-10-03,2025-10-03,2025,10000.0,1,
CA,AHOC0092,FINBOOK,ND,2025-11-02,2025-11-02,2025,-100.0,-1,
CA,AHOC0092,FINBOOK,ND,2025-12-02,2025-12-02,2025,-100.0,-1,
CA,AHOC0092,FINBOOK,ND,2026-01-01,2026-01-01,2026,-100.0,-1,
CA,AHOC0093,FINBOOK,CA,2024-04-16,2024-04-16,2024,10000.0,1,
CA,AHOC0093,FINBOOK,ND,2024-05-16,2024-05-16,2024,-100.0,-1,
CA,AHOC0093,FINBOOK,ND,2024-06-15,2024-06-15,2024,-100.0,-1,
CA,AHOC0093,FINBOOK,ND,2024-07-15,2024-07-15,2024,-100.0,-1,
CA,AHOC0094,FINBOOK,CA,2025-07-12,2025-07-12,2025,10000.0,1,
CA,AHOC0094,FINBOOK,ND,2025-08-11,2025-08-11,2025,-100.0,-1,
CA,AHOC0094,FINBOOK,ND,2025-09-10,2025-09-10,2025,-100.0,-1,
CA,AHOC0094,FINBOOK,ND,2025-10-10,2025-10-10,2025,-100.0,-1,
CA,AHOC0095,FINBOOK,CA,2023-10-09,2023-10-09,2023,10000.0,1,
CA,AHOC0095,FINBOOK,ND,2023-11-08,2023-11-08,2023,-100.0,-1,
CA,AHOC0095,FINBOOK,ND,2023-12-08,2023-12-08,2023,-100.0,-1,
CA,AHOC0095,FINBOOK,ND,2024-01-07,2024-01-07,2024,-100.0,-1,
CA,AHOC0096,FINBOOK,CA,2024-08-24,2024-08-24,2024,10000.0,1,
CA,AHOC0096,FINBOOK,ND,2024-09-23,2024-09-23,2024,-100.0,-1,
CA,AHOC0096,FINBOOK,ND,2024-10-23,2024-10-23,2024,-100.0,-1,
CA,AHOC0096,FINBOOK,ND,2024-11-22,2024-11-22,2024,-100.0,-1,
CA,AHOC0097,FINBOOK,CA,2024-12-29,2024-12-29,2024,10000.0,1,
CA,AHOC0097,FINBOOK,ND,2025-01-28,2025-01-28,2025,-100.0,-1,
CA,AHOC0097,FINBOOK,ND,2025-02-27,2025-02-27,2025,-100.0,-1,
CA,AHOC0097,FINBOOK,ND,2025-03-29,2025-03-29,2025,-100.0,-1,
CA,AHOC0098,FINBOOK,CA,2025-07-08,2025-07-08,2025,10000.0,1,
CA,AHOC0098,FINBOOK,ND,2025-08-07,2025-08-07,2025,-100.0,-1,
CA,AHOC0098,FINBOOK,ND,2025-09-06,2025-09-06,2025,-100.0,-1,
CA,AHOC0098,FINBOOK,ND,2025-10-06,2025-10-06,2025,-100.0,-1,
CA,AHOC0099,FINBOOK,CA,2026-01-20,2026-01-20,2026,10000.0,1,
CA,AHOC0100,FINBOOK,CA,2023-11-24,2023-11-24,2023,10000.0,1,
CA,AHOC0100,FINBOOK,ND,2023-12-24,2023-12-24,2023,-100.0,-1,
CA,AHOC0100,FINBOOK,ND,2024-01-23,2024-01-23,2024,-100.0,-1,
CA,AHOC0100,FINBOOK,ND,2024-02-22,2024-02-22,2024,-100.0,-1,
CA,AHOC0101,FINBOOK,CA,2026-01-21,2026-01-21,2026,10000.0,1,
CA,AHOC0101,FINBOOK,ND,2026-02-20,2026-02-20,2026,-100.0,-1,
CA,AHOC0101,FINBOOK,ND,2026-03-22,2026-03-22,2026,-100.0,-1,
CA,AHOC0102,FINBOOK,CA,2023-07-04,2023-07-04,2023,10000.0,1,
CA,AHOC0102,FINBOOK,ND,2023-08-03,2023-08-03,2023,-100.0,-1,
CA,AHOC0102,FINBOOK,ND,2023-09-02,2023-09-02,2023,-100.0,-1,
CA,AHOC0102,FINBOOK,ND,2023-10-02,2023-10-02,2023,-100.0,-1,
CA,AHOC0103,FINBOOK,CA,2024-07-14,2024-07-14,2024,10000.0,1,
CA,AHOC0103,FINBOOK,ND,2024-08-13,2024-08-13,2024,-100.0,-1,
CA,AHOC0103,FINBOOK,ND,2024-09-12,2024-09-12,2024,-100.0,-1,
CA,AHOC0103,FINBOOK,ND,2024-10-12,2024-10-12,2024,-100.0,-1,
CA,AHOC0104,FINBOOK,CA,2025-11-22,2025-11-22,2025,10000.0,1,
CA,AHOC0104,FINBOOK,ND,2025-12-22,2025-12-22,2025,-100.0,-1,
CA,AHOC0104,FINBOOK,ND,2026-01-21,2026-01-21,2026,-100.0,-1,
CA,AHOC0104,FINBOOK,ND,2026-02-20,2026-02-20,2026,-100.0,-1,
CA,AHOC0105,FINBOOK,CA,2023-12-11,2023-12-11,2023,10000.0,1,
CA,AHOC0105,FINBOOK,ND,2024-01-10,2024-01-10,2024,-100.0,-1,
CA,AHOC0105,FINBOOK,ND,2024-02-09,2024-02-09,2024,-100.0,-1,
CA,AHOC0105,FINBOOK,ND,2024-03-10,2024-03-10,2024,-100.0,-1,
CA,AHOC0106,FINBOOK,CA,2024-10-01,2024-10-01,2024,10000.0,1,
CA,AHOC0106,FINBOOK,ND,2024-10-31,2024-10-31,2024,-100.0,-1,
CA,AHOC0106,FINBOOK,ND,2024-11-30,2024-11-30,2024,-100.0,-1,
CA,AHOC0106,FINBOOK,ND,2024-12-30,2024-12-30,2024,-100.0,-1,
CA,AHOC0107,FINBOOK,CA,2024-09-25,2024-09-25,2024,10000.0,1,
CA,AHOC0107,FINBOOK,ND,2024-10-25,2024-10-25,2024,-100.0,-1,
CA,AHOC0107,FINBOOK,ND,2024-11-24,2024-11-24,2024,-100.0,-1,
CA,AHOC0107,FINBOOK,ND,2024-12-24,2024-12-24,2024,-100.0,-1,
CA,AHOC0108,FINBOOK,CA,2026-01-05,2026-01-05,2026,10000.0,1,
CA,AHOC0108,FINBOOK,ND,2026-02-04,2026-02-04,2026,-100.0,-1,
CA,AHOC0108,FINBOOK,ND,2026-03-06,2026-03-06,2026,-100.0,-1,
CA,AHOC0109,FINBOOK,CA,2024-08-06,2024-08-06,2024,10000.0,1,
CA,AHOC0109,FINBOOK,ND,2024-09-05,2024-09-05,2024,-100.0,-1,
CA,AHOC0109,FINBOOK,ND,2024-10-05,2024-10-05,2024,-100.0,-1,
CA,AHOC0109,FINBOOK,ND,2024-11-04,2024-11-04,2024,-100.0,-1,
CA,AHOC0110,FINBOOK,CA,2025-09-05,2025-09-05,2025,10000.0,1,
CA,AHOC0111,FINBOOK,CA,2025-04-06,2025-04-06,2025,10000.0,1,
CA,AHOC0111,FINBOOK,ND,2025-05-06,2025-05-06,2025,-100.0,-1,
CA,AHOC0111,FINBOOK,ND,2025-06-05,2025-06-05,2025,-100.0,-1,
CA,AHOC0111,FINBOOK,ND,2025-07-05,2025-07-05,2025,-100.0,-1,
CA,AHOC0112,FINBOOK,CA,2025-08-23,2025-08-23,2025,10000.0,1,
CA,AHOC0112,FINBOOK,ND,2025-09-22,2025-09-22,2025,-100.0,-1,
CA,AHOC0112,FINBOOK,ND,2025-10-22,2025-10-22,2025,-100.0,-1,
CA,AHOC0112,FINBOOK,ND,2025-11-21,2025-11-21,2025,-100.0,-1,
CA,AHOC0113,FINBOOK,CA,2025-08-26,2025-08-26,2025,10000.0,1,
CA,AHOC0114,FINBOOK,CA,2025-11-13,2025-11-13,2025,10000.0,1,
CA,AHOC0114,FINBOOK,ND,2025-12-13,2025-12-13,2025,-100.0,-1,
CA,AHOC0114,FINBOOK,ND,2026-01-12,2026-01-12,2026,-100.0,-1,
CA,AHOC0114,FINBOOK,ND,2026-02-11,2026-02-11,2026,-100.0,-1,
CA,AHOC0115,FINBOOK,CA,2025-02-23,2025-02-23,2025,10000.0,1,
CA,AHOC0115,FINBOOK,ND,2025-03-25,2025-03-25,2025,-100.0,-1,
CA,AHOC0115,FINBOOK,ND,2025-04-24,2025-04-24,2025,-100.0,-1,
CA,AHOC0115,FINBOOK,ND,2025-05-24,2025-05-24,2025,-100.0,-1,
CA,AHOC0115,FINBOOK,SA,2026-03-24,2026-03-24,2026,1000.0,-1,DQ-AF-X01
CA,AHOC0116,FINBOOK,CA,2023-10-22,2023-10-22,2023,10000.0,1,
CA,AHOC0117,FINBOOK,CA,2024-01-04,2024-01-04,2024,0.0,1,DQ-AF-X03
CA,AHOC0117,FINBOOK,ND,2024-02-03,2024-02-03,2024,-100.0,-1,
CA,AHOC0117,FINBOOK,ND,2024-03-04,2024-03-04,2024,-100.0,-1,
CA,AHOC0117,FINBOOK,ND,2024-04-03,2024-04-03,2024,-100.0,-1,
CA,AHOC0118,FINBOOK,CA,2099-01-01,2025-06-24,2025,10000.0,1,DQ-AF-X04
CA,AHOC0118,FINBOOK,ND,2025-07-24,2025-07-24,2025,-100.0,-1,
CA,AHOC0118,FINBOOK,ND,2025-08-23,2025-08-23,2025,-100.0,-1,
CA,AHOC0118,FINBOOK,ND,2025-09-22,2025-09-22,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,CA,2025-01-03,2025-01-03,2025,10000.0,1,
CA,AHOC0119,FINBOOK,ND,2025-02-02,2025-02-02,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,ND,2025-03-04,2025-03-04,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,ND,2025-04-03,2025-04-03,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,CA,2025-01-04,2025-01-03,2025,10000.0,1,DQ-AF-X05
CA,ORPHAN_TRANS,FINBOOK,CA,2026-03-24,2026-03-24,2026,1000.0,1,DQ-AM-R01
