client,asset_id,depr_book_id,trans_type,trans_date,at_trans_date,fiscal_year,amount,dc_flag,_edge_case
CA,AHOC0066,FINBOOK,ND,2024-06-23,2024-06-23,2024,-100.0,-1,
CA,AHOC0066,FINBOOK,ND,2024-07-23,2024-07-23,2024,-100.0,-1,
CA,AHOC0067,FINBOOK,CA,2025-10-11,2025-10-11,2025,10000.0,1,
CA,AHOC0067,FINBOOK,ND,2025-11-10,2025-11-10,2025,-100.0,-1,
CA,AHOC0067,FINBOOK,ND,2025-12-10,2025-12-10,2025,-100.0,-1,
CA,AHOC0067,FINBOOK,ND,2026-01-09,2026-01-09,2026,-100.0,-1,
CA,AHOC0068,FINBOOK,CA,2024-10-29,2024-10-29,2024,10000.0,1,
CA,AHOC0068,FINBOOK,ND,2024-11-28,2024-11-28,2024,-100.0,-1,
CA,AHOC0068,FINBOOK,ND,2024-12-28,2024-12-28,2024,-100.0,-1,
CA,AHOC0068,FINBOOK,ND,2025-01-27,2025-01-27,2025,-100.0,-1,
CA,AHOC0069,FINBOOK,CA,2024-11-07,2024-11-07,2024,10000.0,1,
CA,AHOC0069,FINBOOK,ND,2024-12-07,2024-12-07,2024,-100.0,-1,
CA,AHOC0069,FINBOOK,ND,2025-01-06,2025-01-06,2025,-100.0,-1,
CA,AHOC0069,FINBOOK,ND,2025-02-05,2025-02-05,2025,-100.0,-1,
CA,AHOC0070,FINBOOK,CA,2023-12-16,2023-12-16,2023,10000.0,1,
CA,AHOC0070,FINBOOK,ND,2024-01-15,2024-01-15,2024,-100.0,-1,
CA,AHOC0070,FINBOOK,ND,2024-02-14,2024-02-14,2024,-100.0,-1,
CA,AHOC0070,FINBOOK,ND,2024-03-15,2024-03-15,2024,-100.0,-1,
CA,AHOC0071,FINBOOK,CA,2025-01-20,2025-01-20,2025,10000.0,1,
CA,AHOC0071,FINBOOK,ND,2025-02-19,2025-02-19,2025,-100.0,-1,
CA,AHOC0071,FINBOOK,ND,2025-03-21,2025-03-21,2025,-100.0,-1,
CA,AHOC0071,FINBOOK,ND,2025-04-20,2025-04-20,2025,-100.0,-1,
CA,AHOC0072,FINBOOK,CA,2024-07-29,2024-07-29,2024,10000.0,1,
CA,AHOC0072,FINBOOK,ND,2024-08-28,2024-08-28,2024,-100.0,-1,
CA,AHOC0072,FINBOOK,ND,2024-09-27,2024-09-27,2024,-100.0,-1,
CA,AHOC0072,FINBOOK,ND,2024-10-27,2024-10-27,2024,-100.0,-1,
CA,AHOC0073,FINBOOK,CA,2026-01-30,2026-01-30,2026,10000.0,1,
CA,AHOC0073,FINBOOK,ND,2026-03-01,2026-03-01,2026,-100.0,-1,
CA,AHOC0073,FINBOOK,ND,2026-03-31,2026-03-31,2026,-100.0,-1,
CA,AHOC0073,FINBOOK,ND,2026-04-30,2026-04-30,2026,-100.0,-1,
CA,AHOC0074,FINBOOK,CA,2025-12-07,2025-12-07,2025,10000.0,1,
CA,AHOC0075,FINBOOK,CA,2025-06-13,2025-06-13,2025,10000.0,1,
CA,AHOC0076,FINBOOK,CA,2025-11-10,2025-11-10,2025,10000.0,1,
CA,AHOC0076,FINBOOK,ND,2025-12-10,2025-12-10,2025,-100.0,-1,
CA,AHOC0076,FINBOOK,ND,2026-01-09,2026-01-09,2026,-100.0,-1,
CA,AHOC0076,FINBOOK,ND,2026-02-08,2026-02-08,2026,-100.0,-1,
CA,AHOC0077,FINBOOK,CA,2024-04-12,2024-04-12,2024,10000.0,1,
CA,AHOC0077,FINBOOK,ND,2024-05-12,2024-05-12,2024,-100.0,-1,
CA,AHOC0077,FINBOOK,ND,2024-06-11,2024-06-11,2024,-100.0,-1,
CA,AHOC0077,FINBOOK,ND,2024-07-11,2024-07-11,2024,-100.0,-1,
CA,AHOC0078,FINBOOK,CA,2024-12-31,2024-12-31,2024,10000.0,1,
CA,AHOC0078,FINBOOK,ND,2025-01-30,2025-01-30,2025,-100.0,-1,
CA,AHOC0078,FINBOOK,ND,2025-03-01,2025-03-01,2025,-100.0,-1,
CA,AHOC0078,FINBOOK,ND,2025-03-31,2025-03-31,2025,-100.0,-1,
CA,AHOC0079,FINBOOK,CA,2024-08-17,2024-08-17,2024,10000.0,1,
CA,AHOC0079,FINBOOK,ND,2024-09-16,2024-09-16,2024,-100.0,-1,
CA,AHOC0079,FINBOOK,ND,2024-10-16,2024-10-16,2024,-100.0,-1,
CA,AHOC0079,FINBOOK,ND,2024-11-15,2024-11-15,2024,-100.0,-1,
CA,AHOC0080,FINBOOK,CA,2024-01-03,2024-01-03,2024,10000.0,1,
CA,AHOC0080,FINBOOK,ND,2024-02-02,2024-02-02,2024,-100.0,-1,
CA,AHOC0080,FINBOOK,ND,2024-03-03,2024-03-03,2024,-100.0,-1,
CA,AHOC0080,FINBOOK,ND,2024-04-02,2024-04-02,2024,-100.0,-1,
CA,AHOC0081,FINBOOK,CA,2024-12-22,2024-12-22,2024,10000.0,1,
CA,AHOC0081,FINBOOK,ND,2025-01-21,2025-01-21,2025,-100.0,-1,
CA,AHOC0081,FINBOOK,ND,2025-02-20,2025-02-20,2025,-100.0,-1,
CA,AHOC0081,FINBOOK,ND,2025-03-22,2025-03-22,2025,-100.0,-1,
CA,AHOC0082,FINBOOK,CA,2025-05-14,2025-05-14,2025,10000.0,1,
CA,AHOC0083,FINBOOK,CA,2025-03-05,2025-03-05,2025,10000.0,1,
CA,AHOC0083,FINBOOK,ND,2025-04-04,2025-04-04,2025,-100.0,-1,
CA,AHOC0083,FINBOOK,ND,2025-05-04,2025-05-04,2025,-100.0,-1,
CA,AHOC0083,FINBOOK,ND,2025-06-03,2025-06-03,2025,-100.0,-1,
CA,AHOC0084,FINBOOK,CA,2026-03-30,2026-03-30,2026,10000.0,1,
CA,AHOC0084,FINBOOK,ND,2026-04-29,2026-04-29,2026,-100.0,-1,
CA,AHOC0085,FINBOOK,CA,2024-05-29,2024-05-29,2024,10000.0,1,
CA,AHOC0085,FINBOOK,ND,2024-06-28,2024-06-28,2024,-100.0,-1,
CA,AHOC0085,FINBOOK,ND,2024-07-28,2024-07-28,2024,-100.0,-1,
CA,AHOC0085,FINBOOK,ND,2024-08-27,2024-08-27,2024,-100.0,-1,
CA,AHOC0086,FINBOOK,CA,2024-07-12,2024-07-12,2024,10000.0,1,
CA,AHOC0086,FINBOOK,ND,2024-08-11,2024-08-11,2024,-100.0,-1,
CA,AHOC0086,FINBOOK,ND,2024-09-10,2024-09-10,2024,-100.0,-1,
CA,AHOC0086,FINBOOK,ND,2024-10-10,2024-10-10,2024,-100.0,-1,
CA,AHOC0087,FINBOOK,CA,2025-08-18,2025-08-18,2025,10000.0,1,
CA,AHOC0087,FINBOOK,ND,2025-09-17,2025-09-17,2025,-100.0,-1,
CA,AHOC0088,FINBOOK,CA,2024-12-26,2024-12-26,2024,10000.0,1,
CA,AHOC0088,FINBOOK,ND,2025-01-25,2025-01-25,2025,-100.0,-1,
CA,AHOC0088,FINBOOK,ND,2025-02-24,2025-02-24,2025,-100.0,-1,
CA,AHOC0088,FINBOOK,ND,2025-03-26,2025-03-26,2025,-100.0,-1,
CA,AHOC0089,FINBOOK,CA,2023-11-05,2023-11-05,2023,10000.0,1,
CA,AHOC0089,FINBOOK,ND,2023-12-05,2023-12-05,2023,-100.0,-1,
CA,AHOC0089,FINBOOK,ND,2024-01-04,2024-01-04,2024,-100.0,-1,
CA,AHOC0089,FINBOOK,ND,2024-02-03,2024-02-03,2024,-100.0,-1,
CA,AHOC0090,FINBOOK,CA,2024-06-18,2024-06-18,2024,10000.0,1,
CA,AHOC0090,FINBOOK,ND,2024-07-18,2024-07-18,2024,-100.0,-1,
CA,AHOC0090,FINBOOK,ND,2024-08-17,2024-08-17,2024,-100.0,-1,
CA,AHOC0090,FINBOOK,ND,2024-09-16,2024-09-16,2024,-100.0,-1,
CA,AHOC0091,FINBOOK,CA,2025-09-19,2025-09-19,2025,10000.0,1,
CA,AHOC0092,FINBOOK,CA,2025-11-14,2025-11-14,2025,10000.0,1,
CA,AHOC0092,FINBOOK,ND,2025-12-14,2025-12-14,2025,-100.0,-1,
CA,AHOC0092,FINBOOK,ND,2026-01-13,2026-01-13,2026,-100.0,-1,
CA,AHOC0092,FINBOOK,ND,2026-02-12,2026-02-12,2026,-100.0,-1,
CA,AHOC0093,FINBOOK,CA,2024-05-28,2024-05-28,2024,10000.0,1,
CA,AHOC0093,FINBOOK,ND,2024-06-27,2024-06-27,2024,-100.0,-1,
CA,AHOC0093,FINBOOK,ND,2024-07-27,2024-07-27,2024,-100.0,-1,
CA,AHOC0093,FINBOOK,ND,2024-08-26,2024-08-26,2024,-100.0,-1,
CA,AHOC0094,FINBOOK,CA,2025-08-23,2025-08-23,2025,10000.0,1,
CA,AHOC0094,FINBOOK,ND,2025-09-22,2025-09-22,2025,-100.0,-1,
CA,AHOC0094,FINBOOK,ND,2025-10-22,2025-10-22,2025,-100.0,-1,
CA,AHOC0094,FINBOOK,ND,2025-11-21,2025-11-21,2025,-100.0,-1,
CA,AHOC0095,FINBOOK,CA,2023-11-20,2023-11-20,2023,10000.0,1,
CA,AHOC0095,FINBOOK,ND,2023-12-20,2023-12-20,2023,-100.0,-1,
CA,AHOC0095,FINBOOK,ND,2024-01-19,2024-01-19,2024,-100.0,-1,
CA,AHOC0095,FINBOOK,ND,2024-02-18,2024-02-18,2024,-100.0,-1,
CA,AHOC0096,FINBOOK,CA,2024-10-05,2024-10-05,2024,10000.0,1,
CA,AHOC0096,FINBOOK,ND,2024-11-04,2024-11-04,2024,-100.0,-1,
CA,AHOC0096,FINBOOK,ND,2024-12-04,2024-12-04,2024,-100.0,-1,
CA,AHOC0096,FINBOOK,ND,2025-01-03,2025-01-03,2025,-100.0,-1,
CA,AHOC0097,FINBOOK,CA,2025-02-09,2025-02-09,2025,10000.0,1,
CA,AHOC0097,FINBOOK,ND,2025-03-11,2025-03-11,2025,-100.0,-1,
CA,AHOC0097,FINBOOK,ND,2025-04-10,2025-04-10,2025,-100.0,-1,
CA,AHOC0097,FINBOOK,ND,2025-05-10,2025-05-10,2025,-100.0,-1,
CA,AHOC0098,FINBOOK,CA,2025-08-19,2025-08-19,2025,10000.0,1,
CA,AHOC0098,FINBOOK,ND,2025-09-18,2025-09-18,2025,-100.0,-1,
CA,AHOC0098,FINBOOK,ND,2025-10-18,2025-10-18,2025,-100.0,-1,
CA,AHOC0098,FINBOOK,ND,2025-11-17,2025-11-17,2025,-100.0,-1,
CA,AHOC0099,FINBOOK,CA,2026-03-03,2026-03-03,2026,10000.0,1,
CA,AHOC0100,FINBOOK,CA,2024-01-05,2024-01-05,2024,10000.0,1,
CA,AHOC0100,FINBOOK,ND,2024-02-04,2024-02-04,2024,-100.0,-1,
CA,AHOC0100,FINBOOK,ND,2024-03-05,2024-03-05,2024,-100.0,-1,
CA,AHOC0100,FINBOOK,ND,2024-04-04,2024-04-04,2024,-100.0,-1,
CA,AHOC0101,FINBOOK,CA,2026-03-04,2026-03-04,2026,10000.0,1,
CA,AHOC0101,FINBOOK,ND,2026-04-03,2026-04-03,2026,-100.0,-1,
CA,AHOC0101,FINBOOK,ND,2026-05-03,2026-05-03,2026,-100.0,-1,
CA,AHOC0102,FINBOOK,CA,2023-08-15,2023-08-15,2023,10000.0,1,
CA,AHOC0102,FINBOOK,ND,2023-09-14,2023-09-14,2023,-100.0,-1,
CA,AHOC0102,FINBOOK,ND,2023-10-14,2023-10-14,2023,-100.0,-1,
CA,AHOC0102,FINBOOK,ND,2023-11-13,2023-11-13,2023,-100.0,-1,
CA,AHOC0103,FINBOOK,CA,2024-08-25,2024-08-25,2024,10000.0,1,
CA,AHOC0103,FINBOOK,ND,2024-09-24,2024-09-24,2024,-100.0,-1,
CA,AHOC0103,FINBOOK,ND,2024-10-24,2024-10-24,2024,-100.0,-1,
CA,AHOC0103,FINBOOK,ND,2024-11-23,2024-11-23,2024,-100.0,-1,
CA,AHOC0104,FINBOOK,CA,2026-01-03,2026-01-03,2026,10000.0,1,
CA,AHOC0104,FINBOOK,ND,2026-02-02,2026-02-02,2026,-100.0,-1,
CA,AHOC0104,FINBOOK,ND,2026-03-04,2026-03-04,2026,-100.0,-1,
CA,AHOC0104,FINBOOK,ND,2026-04-03,2026-04-03,2026,-100.0,-1,
CA,AHOC0105,FINBOOK,CA,2024-01-22,2024-01-22,2024,10000.0,1,
CA,AHOC0105,FINBOOK,ND,2024-02-21,2024-02-21,2024,-100.0,-1,
CA,AHOC0105,FINBOOK,ND,2024-03-22,2024-03-22,2024,-100.0,-1,
CA,AHOC0105,FINBOOK,ND,2024-04-21,2024-04-21,2024,-100.0,-1,
CA,AHOC0106,FINBOOK,CA,2024-11-12,2024-11-12,2024,10000.0,1,
CA,AHOC0106,FINBOOK,ND,2024-12-12,2024-12-12,2024,-100.0,-1,
CA,AHOC0106,FINBOOK,ND,2025-01-11,2025-01-11,2025,-100.0,-1,
CA,AHOC0106,FINBOOK,ND,2025-02-10,2025-02-10,2025,-100.0,-1,
CA,AHOC0107,FINBOOK,CA,2024-11-06,2024-11-06,2024,10000.0,1,
CA,AHOC0107,FINBOOK,ND,2024-12-06,2024-12-06,2024,-100.0,-1,
CA,AHOC0107,FINBOOK,ND,2025-01-05,2025-01-05,2025,-100.0,-1,
CA,AHOC0107,FINBOOK,ND,2025-02-04,2025-02-04,2025,-100.0,-1,
CA,AHOC0108,FINBOOK,CA,2026-02-16,2026-02-16,2026,10000.0,1,
CA,AHOC0108,FINBOOK,ND,2026-03-18,2026-03-18,2026,-100.0,-1,
CA,AHOC0108,FINBOOK,ND,2026-04-17,2026-04-17,2026,-100.0,-1,
CA,AHOC0109,FINBOOK,CA,2024-09-17,2024-09-17,2024,10000.0,1,
CA,AHOC0109,FINBOOK,ND,2024-10-17,2024-10-17,2024,-100.0,-1,
CA,AHOC0109,FINBOOK,ND,2024-11-16,2024-11-16,2024,-100.0,-1,
CA,AHOC0109,FINBOOK,ND,2024-12-16,2024-12-16,2024,-100.0,-1,
CA,AHOC0110,FINBOOK,CA,2025-10-17,2025-10-17,2025,10000.0,1,
CA,AHOC0111,FINBOOK,CA,2025-05-18,2025-05-18,2025,10000.0,1,
CA,AHOC0111,FINBOOK,ND,2025-06-17,2025-06-17,2025,-100.0,-1,
CA,AHOC0111,FINBOOK,ND,2025-07-17,2025-07-17,2025,-100.0,-1,
CA,AHOC0111,FINBOOK,ND,2025-08-16,2025-08-16,2025,-100.0,-1,
CA,AHOC0112,FINBOOK,CA,2025-10-04,2025-10-04,2025,10000.0,1,
CA,AHOC0112,FINBOOK,ND,2025-11-03,2025-11-03,2025,-100.0,-1,
CA,AHOC0112,FINBOOK,ND,2025-12-03,2025-12-03,2025,-100.0,-1,
CA,AHOC0112,FINBOOK,ND,2026-01-02,2026-01-02,2026,-100.0,-1,
CA,AHOC0113,FINBOOK,CA,2025-10-07,2025-10-07,2025,10000.0,1,
CA,AHOC0114,FINBOOK,CA,2025-12-25,2025-12-25,2025,10000.0,1,
CA,AHOC0114,FINBOOK,ND,2026-01-24,2026-01-24,2026,-100.0,-1,
CA,AHOC0114,FINBOOK,ND,2026-02-23,2026-02-23,2026,-100.0,-1,
CA,AHOC0114,FINBOOK,ND,2026-03-25,2026-03-25,2026,-100.0,-1,
CA,AHOC0115,FINBOOK,CA,2025-04-06,2025-04-06,2025,10000.0,1,
CA,AHOC0115,FINBOOK,ND,2025-05-06,2025-05-06,2025,-100.0,-1,
CA,AHOC0115,FINBOOK,ND,2025-06-05,2025-06-05,2025,-100.0,-1,
CA,AHOC0115,FINBOOK,ND,2025-07-05,2025-07-05,2025,-100.0,-1,
CA,AHOC0115,FINBOOK,SA,2026-05-05,2026-05-05,2026,1000.0,-1,DQ-AF-X01
CA,AHOC0116,FINBOOK,CA,2023-12-03,2023-12-03,2023,10000.0,1,
CA,AHOC0117,FINBOOK,CA,2024-02-15,2024-02-15,2024,0.0,1,DQ-AF-X03
CA,AHOC0117,FINBOOK,ND,2024-03-16,2024-03-16,2024,-100.0,-1,
CA,AHOC0117,FINBOOK,ND,2024-04-15,2024-04-15,2024,-100.0,-1,
CA,AHOC0117,FINBOOK,ND,2024-05-15,2024-05-15,2024,-100.0,-1,
CA,AHOC0118,FINBOOK,CA,2099-01-01,2025-08-05,2025,10000.0,1,DQ-AF-X04
CA,AHOC0118,FINBOOK,ND,2025-09-04,2025-09-04,2025,-100.0,-1,
CA,AHOC0118,FINBOOK,ND,2025-10-04,2025-10-04,2025,-100.0,-1,
CA,AHOC0118,FINBOOK,ND,2025-11-03,2025-11-03,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,CA,2025-02-14,2025-02-14,2025,10000.0,1,
CA,AHOC0119,FINBOOK,ND,2025-03-16,2025-03-16,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,ND,2025-04-15,2025-04-15,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,ND,2025-05-15,2025-05-15,2025,-100.0,-1,
CA,AHOC0119,FINBOOK,CA,2025-02-15,2025-02-14,2025,10000.0,1,DQ-AF-X05
CA,ORPHAN_TRANS,FINBOOK,CA,2026-05-05,2026-05-05,2026,1000.0,1,DQ-AM-R01
