client,asset_id,depr_book_id,status,depr_method,depr_percent,lifetime,res_value,res_val_flag,salvage_amount,cap_date_from,cap_period_from,cap_flag,date_from,date_to,depr_period,depr_limit,depr_max_perc,nbv_rounding,switch,period_exact,frequency,index_id,index_code,repl_amount,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,last_update,user_id,_edge_case
CA,AHOC0111,FINBOOK,N,EXP,,,0.0,0,0.0,2025-05-18,202404,1,2024-04-16,,202604,0.0,,false,false,true,M,,,,CC968,DEPT62,PROJ9180,,,,,2026-02-11,pduffy,
CA,AHOC0112,FINBOOK,N,BAL,23.41,,0.0,0,0.0,2025-10-04,202602,1,2026-02-06,,202604,0.0,,true,false,true,M,IDX1,,,CC931,DEPT78,PROJ2392,,,,,2026-02-07,fjames,
CA,AHOC0113,FINBOOK,N,BAL,14.66,,0.0,0,0.0,2025-10-07,201904,1,2019-04-01,2025-01-20,202605,0.0,,false,false,true,M,,,,CC556,DEPT57,PROJ7408,,,,,2026-03-25,stewartadams,
CA,AHOC0114,FINBOOK,N,EXP,,,0.0,0,0.0,2025-12-25,201809,1,2018-09-01,,202603,0.0,,true,false,true,M,,,,CC407,DEPT15,PROJ2885,,,,,2026-01-27,diane85,
CA,AHOC0115,FINBOOK,N,SYD,,27.0,0.0,0,0.0,2025-04-06,,1,2018-12-12,,202605,0.0,,true,false,true,M,,,,CC855,DEPT88,PROJ4232,,,,,2026-03-23,tony31,
CA,AHOC0116,FINBOOK,N,EXP,,,0.0,0,0.0,2023-12-03,202106,1,2021-06-24,2023-01-12,202604,0.0,,false,false,true,M,,,,CC711,DEPT59,PROJ7431,,,,,2026-04-10,alexstevens,
CA,AHOC0117,FINBOOK,N,SYD,,43.0,0.0,0,0.0,2024-02-15,201910,1,2019-10-09,,202604,0.0,,true,false,true,M,,,,CC241,DEPT83,PROJ7286,,,,,2026-03-20,oliver34,
CA,AHOC0118,FINBOOK,N,SYD,,34.0,0.0,0,0.0,2025-08-05,201606,1,2016-06-15,,202604,0.0,,true,false,true,M,,,,CC606,DEPT62,PROJ9056,,,,,2026-03-19,waltersmalcolm,
CA,AHOC0119,FINBOOK,N,LIN,,49.0,0.0,0,0.0,2025-02-14,202210,1,2022-09-09,,202604,0.0,,true,false,true,M,,,,CC216,DEPT44,PROJ9898,,,,,2026-03-12,amelia27,
CA,ORPHAN_DEPR,FINBOOK,N,BAL,26.98,,0.0,0,0.0,2021-05-06,202105,1,2021-04-09,,202603,0.0,,true,false,true,M,,,,CC724,DEPT90,PROJ8015,,,,,2026-02-15,vjones,DQ-AD-X01
