client,apar_id,voucher_no,sequence_no,voucher_type,voucher_date,trans_date,due_date,description,amount,cur_amount,currency,rest_amount,rest_curr,discount,dc_flag,status,pay_flag,pay_method,payment_date,period,payperiod,ext_inv_ref,orig_reference,order_id,contract_id,tax_code,exch_rate,rem_level,remind_date,collect_status,collect_agency,intrule_id,int_status,last_update,wf_state,_edge_case
HOL,CHOL0060,AR695370,1,DRCT,2023-09-27,2023-09-27,,Cumque voluptatem eos nemo veritatis maiores tempore.,2470.6,,GBP,2470.6,,,1,N,1,BACS,,202309,,,,PO6085,,S1,,1,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
HOL,CHOL0029,AR250703,1,SRCT,2024-06-12,2024-06-12,,Consequatur quibusdam illum animi.,840.58,,GBP,840.58,,,1,N,1,INT,,202406,,,,PO8426,,S1,,1,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
HOL,CHOL0015,AR468512,1,SRCT,2025-09-07,2025-09-07,,Sint consectetur sint dolorum quae.,3393.52,,GBP,3393.52,,,1,N,1,CHQ,,202509,,,,PO2686,,S1,,1,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
HOL,CHOL0010,AR930924,1,DRCT,2024-09-10,2024-09-10,,Quis perspiciatis laudantium neque eaque.,847.39,,GBP,847.39,,,1,N,1,CHQ,,202409,,,,PO3605,,S1,,1,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
HOL,CHOL0027,AR953452,1,DRCT,2026-04-25,2026-04-25,,Fugiat asperiores recusandae quisquam illo quibusdam.,1320.36,,GBP,1320.36,,,1,N,1,CHQ,,202604,,,,PO2276,,S1,,2,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
HOL,CHOL0077,AR585394,1,DRCT,2024-10-28,2024-10-28,,Iste laborum neque sit sed at.,3408.6,,GBP,3408.6,,,1,N,1,DD,,202410,,,,PO2781,,S1,,2,,,,RULE1,,2026-05-05,T,UNAPPLIED_RECEIPT_SEQ18
HOL,CHOL0008,AR194930,1,PINV,2024-03-21,2024-03-21,,Odio possimus sed recusandae id voluptas repudiandae.,44419.45,,GBP,12321.74,,,1,N,0,BACS,,202403,,INV29231,,PO3444,,S1,,1,,,,RULE1,,2026-05-05,T,AR_DUE_DATE_MISSING
HOL,CHOL0008,AR657062,1,SINV,2024-08-19,2024-08-19,2024-10-18,Eaque repudiandae excepturi neque necessitatibus laborum exercitationem.,30970.82,,GBP,19891.7,,,1,N,0,INT,,202408,,,,PO5989,,S1,,1,,,,RULE1,,2026-05-05,T,AR_EXT_REF_MISSING
HOL,CHOL0008,AR852658,1,PINV,2024-12-06,2024-12-06,2025-01-05,Aliquid numquam saepe.,,,GBP,14989.64,,,1,N,0,DD,,202412,,INV26718,,PO5819,,S1,,0,,,,RULE1,,2026-05-05,T,AR_AMOUNT_MISSING
HOL,CHOL0008,AR487158,1,DINV,2026-01-29,2026-01-29,2026-02-28,Commodi similique ipsam.,541.74,,GBP,299.03,,,1,N,0,BACS,,202601,,INV46989,,,,S1,,0,,,,RULE1,,2026-05-05,T,AR_PO_CONTRACT_MISSING
HOL,CHOL0008,AR552686,1,DINV,2026-04-23,2026-04-23,2026-06-22,Voluptatibus incidunt voluptatum.,31448.11,1200.0,USD,13540.96,,,1,N,0,DD,,202604,,INV67041,,PO9931,,S1,,0,,,,RULE1,,2026-05-05,T,AR_FX_NO_RATE
HOL,CHOL0008,AR794668,1,SCRN,2023-12-22,2023-12-22,2024-02-20,Sunt error soluta soluta.,-122.05,,GBP,-122.05,,,1,N,0,DD,,202312,,INV30220,,PO5726,,S1,,0,,,,RULE1,,2026-05-05,T,AR_CN_NO_REF
HOL,CHOL0008,AR779885,1,SINV,2023-02-02,2023-02-02,2023-03-04,Omnis dolorum fuga temporibus.,-1500.0,,GBP,22108.97,,,1,N,0,CHQ,,202302,,INV21097,,PO3248,,S1,,1,,,,RULE1,,2026-05-05,T,AR_NEG_INV
HOL,CHOL0008,AR578180,1,PINV,2025-05-21,2025-05-21,2025-08-19,Amet numquam quas quidem.,9399.97,,EUR,5569.18,,,1,N,0,DD,,202505,,INV60425,,PO6821,,S1,1.17,0,,,,RULE1,,2026-05-05,T,AR_FX_NO_CUR_AMT
HOL,CHOL0008,AR294816,1,PINV,2025-05-19,2025-05-19,2025-08-17,Omnis provident a labore consequatur dolorem.,867.78,,GBP,0.0,,,1,N,0,CHQ,,202505,,INV75762,,PO5411,,S1,,1,,,,RULE1,,2026-05-05,T,AR_REST_ZERO
HOL,CHOL0008,AR672696,1,DINV,2026-03-26,2026-03-26,2026-05-25,Ab possimus repellendus voluptates in consequatur.,1000.0,,GBP,1500.0,,,1,N,0,INT,,202603,,INV24832,,PO8889,,S1,,0,,,,RULE1,,2026-05-05,T,AR_REST_OVER_AMT
HOL,CHOL0008,AR248989,1,PINV,2025-12-14,2025-12-14,2026-01-01,Dolorem at rem aut.,23514.35,,GBP,12454.26,,,1,N,0,BACS,,202512,,INV42142,,PO8740,,S1,,0,,,,RULE1,,2026-05-05,T,AR_OVERDUE
HOL,CHOL0008,AR460234,1,DINV,2025-12-31,2025-12-31,2026-01-30,Sunt consequatur quo quidem consequatur voluptatibus.,23709.01,,GBP,13985.22,,,1,N,0,INT,,202512,,INV65183,,PO6782,,S1,,0,,,,RULE1,,2026-05-05,W,AR_WF_STUCK
HOL,CHOL0008,AR275645,1,PINV,2023-03-14,2023-03-14,2023-06-12,Architecto natus nostrum cum.,46181.79,,GBP,18493.95,,,1,N,0,INT,,202303,,INV47907,,PO8752,,S1,,2,,,,RULE1,,2026-05-05,T,AR_EXT_REF_DUP
HOL,CHOL0008,AR277292,1,PINV,2026-03-19,2026-03-19,2026-04-18,Quam occaecati corrupti illum placeat similique.,32987.83,,GBP,25288.39,,,1,N,0,BACS,,202603,,INV47907,,PO8942,,S1,,0,,,,RULE1,,2026-05-05,T,AR_EXT_REF_DUP
HOL,CHOL0017,AR630155,1,SCRN,2023-06-07,2023-06-07,2023-08-06,Tempore consequuntur commodi quas.,-14101.31,,GBP,-14101.31,,,1,N,0,INT,,202306,,INV11861,AR492393,PO2827,,S1,,2,,,,RULE1,,2026-05-05,T,AR_NET_NEGATIVE_CUST
HOL,CHOL0017,AR258477,1,SCRN,2025-07-03,2025-07-03,2025-09-01,Vitae et consequuntur eius assumenda mollitia.,-8428.48,,GBP,-8428.48,,,1,N,0,CHQ,,202507,,INV73559,AR136862,PO3962,,S1,,2,,,,RULE1,,2026-05-05,T,AR_NET_NEGATIVE_CUST
HOL,CHOL0008,AR252117,1,SCRN,2026-05-04,2026-05-04,2026-06-03,Quam eligendi velit ad sed soluta dignissimos non.,-331.1,,GBP,-331.1,,,1,N,0,DD,,202605,,INV41188,ARXXXXXXCLOSED,PO8211,,S1,,0,,,,RULE1,,2026-05-05,T,AR_ORPHANED_CREDITS
HOL,CHOL0008,AR982725,1,SINV,2024-12-07,2024-12-07,2025-01-06,Quibusdam eos amet tempore veritatis.,32291.92,,GBP,12775.1,,,1,N,0,BACS,,202412,,INV31967,,PO8602,,S1,,1,,REFERRED,DEBTCO,RULE1,,2026-05-05,T,AR_IN_COLLECTION
HOL,CHOL0008,AR599365,1,PINV,2024-09-09,2024-09-09,2024-11-08,Harum dolores odit architecto suscipit accusamus facere.,37434.45,,GBP,14901.07,,,1,N,0,CHQ,,202409,,INV59781,,PO7390,,S1,,4,,,,RULE1,,2026-05-05,T,AR_HIGH_REMINDER
HOL,CGHOST9999,AR375382,1,DINV,2023-10-25,2023-10-25,2024-01-23,Consequatur similique necessitatibus facilis placeat quis.,43578.75,,GBP,43165.17,,,1,N,0,DD,,202310,,INV98931,,PO6172,,S1,,2,,,,RULE1,,2026-05-05,T,AR_ORPHANED_TRANS
HOL,CHOL0083,AR816047,1,DINV,2023-03-26,2023-03-26,2023-04-25,Accusantium architecto ea aliquam.,45926.75,,GBP,22506.89,,,1,N,0,INT,,202303,,INV53904,,PO5429,,S1,,0,,,,RULE1,,2026-05-05,T,AR_TRANS_CUST_CLOSED
